Make,Model,Year,Mileage,Price,Body Style,Ex Color,In Color,Engine,Transmission,Doors
Toyota,Camry SE,2012,6538,21988,Sedan,Gray,Black,4 Cyl,Automatic,4
Audi,Q5 Premium,2009,44346,25995,SUV,Silver,Black,6 Cyl,Automatic,4
Volkswagen,Jetta GLX,2000,124328,3995,Sedan,Black,Black,6 Cyl,Manual,4
Infiniti,G 37,2011,36821,26000,Sedan,Red,Gray,6 Cyl,Automatic,4
Infiniti,G 37,2011,36821,26000,Sedan,Red,Gray,6 Cyl,Automatic,4
Toyota,RAV4 LE,2013,19670,23392,SUV,Gray,Gray,4 Cyl,Automatic,4
Kia,Sorento LX,2013,20752,21495,SUV,Silver,Black,6 Cyl,Automatic,4
Hyundai,Sonata SE,2011,58731,14995,Sedan,Silver,Gray,4 Cyl,Automatic,4
Mercedes-Benz,C 300,2012,26020,29994,Sedan,Black,Black,6 Cyl,Automatic,4
Land Rover,LR4,2011,29672,41001,SUV,Silver,Black,8 Cyl,Automatic,4
Toyota,Highlander,2005,115799,9999,SUV,Blue,Tan,6 Cyl,Automatic,4
Nissan,Sentra S,2012,32035,14995,Sedan,Black,Black,4 Cyl,Automatic,4
Scion,xB,2011,22627,15500,Wagon,Gray,Gray,4 Cyl,Automatic,4
Lexus,GX 460,2011,50378,38900,SUV,Black,Black,8 Cyl,Automatic,4
Subaru,Forester 2.5X,2011,35691,22999,SUV,Blue,Black,4 Cyl,Automatic,4
Mercedes-Benz,ML 500,2003,89238,6995,SUV,Black,Black,8 Cyl,Automatic,4
Nissan,Altima S,2011,10601,14995,Sedan,Black,Black,4 Cyl,Automatic,4
BMW,M3,2008,54405,37995,Coupe,Gray,Gray,8 Cyl,Manual,2
Mitsubishi,Galant ES,1999,173636,2750,Sedan,Black,Gray,4 Cyl,Automatic,4
Lexus,ES 350,2012,28600,29250,Sedan,Red,Black,6 Cyl,Automatic,4
Volkswagen,Passat S,2012,8493,16998,Sedan,Black,Black,5 Cyl,Automatic,4
Hyundai,Sonata GLS,2011,56320,11997,Sedan,Black,Gray,4 Cyl,Automatic,4
Mercedes-Benz,S 550,2011,26448,53001,Sedan,Black,Brown,8 Cyl,Automatic,4
Volkswagen,Jetta SE,2013,36605,16492,Sedan,Red,Black,5 Cyl,Automatic,4
Volkswagen,Passat GLX,2004,96403,7400,Wagon,Black,Black,6 Cyl,Automatic,4
Cadillac,SRX Luxury,2011,50576,28195,SUV,White,Gray,6 Cyl,Automatic,4
Honda,Odyssey EX,2011,33059,22887,Minivan,Silver,Gray,6 Cyl,Automatic,4
Jaguar,X-Type,2005,77195,7995,Sedan,Green,Tan,6 Cyl,Automatic,4
BMW,3 Series 328i,2011,30130,23998,Sedan,Black,Black,6 Cyl,Automatic,4
Hyundai,Sonata GLS,2011,56174,12997,Sedan,Black,Gray,4 Cyl,Automatic,4
Nissan,Maxima,2011,28880,23998,Sedan,White,Gray,6 Cyl,Automatic,4
Honda,Accord LX,2012,28455,17992,Sedan,Silver,Black,4 Cyl,Automatic,4
Hyundai,Entourage GLS,2008,62702,10998,Minivan,Blue,Gray,6 Cyl,Automatic,4
Toyota,Camry SE,2012,37000,16495,Sedan,Silver,Gray,4 Cyl,Automatic,4
Honda,Pilot EXL,2005,85067,11995,SUV,Silver,Gray,6 Cyl,Automatic,4
Mercedes-Benz,E 350,2011,41343,26985,Sedan,Black,Black,6 Cyl,Automatic,4
Mercedes-Benz,GL 450,2010,71194,35900,SUV,Silver,Black,8 Cyl,Automatic,4
Nissan,Altima SL,2011,36000,17950,Sedan,White,Black,4 Cyl,Automatic,4
Hyundai,Sonata GLS,2012,45881,13494,Sedan,Blue,Tan,4 Cyl,Automatic,4
Jeep,Grand Cherokee Laredo,2012,65327,24912,SUV,Black,Gray,6 Cyl,Automatic,4
Lexus,RX 300,2001,133461,7995,SUV,White,Black,6 Cyl,Automatic,4
Infiniti,G 37,2012,38186,24995,Sedan,White,Tan,6 Cyl,Automatic,4
Jeep,Grand Cherokee Limited Edition,2000,155076,3995,SUV,Blue,Gray,8 Cyl,Automatic,4
Jeep,Liberty Limited Jet Edition,2012,17535,23980,SUV,Gray,Black,6 Cyl,Automatic,4
GMC,Terrain SLT,2013,12291,28988,SUV,Black,Black,6 Cyl,Automatic,4
Volkswagen,GTI,2010,85151,15299,Hatchback,Black,Gray,4 Cyl,Manual,4
Audi,Q5 Premium Plus,2013,8395,43062,SUV,Black,Brown,6 Cyl,Automatic,4
Dodge,Durango Crew,2013,18252,30995,SUV,Blue,Black,6 Cyl,Automatic,4
Ford,F-150 FX4,2011,25301,38480,Pickup,Red,Black,6 Cyl,Automatic,4
Jeep,Liberty Limited Jet Edition,2012,17535,23980,SUV,Gray,Black,6 Cyl,Automatic,4
GMC,Terrain SLT,2013,12291,28988,SUV,Black,Black,6 Cyl,Automatic,4
Toyota,Corolla LE,2013,20897,15500,Sedan,White,Gray,4 Cyl,Automatic,4
Hyundai,Sonata Limited Edition,2013,14873,22888,Sedan,White,Tan,4 Cyl,Automatic,4
BMW,3 Series 328i,2011,27445,26393,Sedan,Black,Black,6 Cyl,Automatic,4
Lexus,RX 350,2008,82807,18500,SUV,Gray,Gray,6 Cyl,Automatic,4
Dodge,Durango Crew,2013,13613,34995,SUV,Black,Black,8 Cyl,Automatic,4
Toyota,Venza,2011,17578,26000,Wagon,Gold,Gray,6 Cyl,Automatic,4
Honda,CR-V EX,2011,37154,17995,SUV,Red,Gray,4 Cyl,Automatic,4
Lexus,ES 350,2010,25098,26459,Sedan,White,Tan,6 Cyl,Automatic,4
Ferrari,F430 Spider,2006,4425,135995,Convertible,Gray,Red,8 Cyl,Automatic,2
Lexus,ES 350,2010,25098,26459,Sedan,White,Tan,6 Cyl,Automatic,4
BMW,3 Series 328i,2011,35879,23995,Sedan,Silver,Black,6 Cyl,Automatic,4
Smart,Fortwo Pure,2013,7371,13900,Coupe,Silver,Black,3 Cyl,Automatic,2
Acura,TL Technology,2009,58625,20495,Sedan,Black,Tan,6 Cyl,Automatic,4
Chevrolet,Uplander LS,2005,94024,6995,Minivan,Red,Gray,6 Cyl,Automatic,4
Chevrolet,Malibu Eco,2013,7589,21988,Sedan,Black,Black,4 Cyl,Automatic,4
Honda,Accord EX,2011,28198,19950,Sedan,White,White,4 Cyl,Automatic,4
Ford,F-150 FX4,2010,49461,36998,Pickup,Red,Black,8 Cyl,Automatic,4
Subaru,Legacy 2.5i Premium,2010,121294,10989,Sedan,Black,White,4 Cyl,Automatic,4
Ford,Taurus Limited Edition,2013,24088,22698,Sedan,Black,Black,6 Cyl,Automatic,4
Nissan,Sentra SR,2013,8326,17995,Sedan,Silver,Gray,4 Cyl,Automatic,4
Dodge,Dakota SLT,2005,99412,10999,Pickup,Gray,Gray,8 Cyl,Automatic,4
Dodge,Grand Caravan SXT,2013,41542,17888,Minivan,Gray,Gray,6 Cyl,Automatic,4
Cadillac,CTS Luxury,2011,27221,26995,Sedan,Green,Brown,6 Cyl,Automatic,4
Jeep,Wrangler Unlimited,2011,21413,31001,SUV,Silver,Black,6 Cyl,Automatic,4
Nissan,Murano SL,2005,118285,10900,SUV,Black,Red,6 Cyl,Automatic,4
Mercedes-Benz,E 350,2011,30754,35890,Sedan,Gray,Tan,6 Cyl,Automatic,4
Hyundai,Tucson GLS,2011,45268,17995,SUV,White,Black,4 Cyl,Automatic,4
Nissan,Rogue SV,2011,81173,11998,SUV,Gray,Black,4 Cyl,Automatic,4
Volkswagen,Tiguan SE,2014,6061,27995,SUV,Black,Black,4 Cyl,Automatic,4
Jeep,Wrangler SE,1999,92970,10900,SUV,Blue,Tan,4 Cyl,Manual,2
Mazda,CX-9 Grand Touring,2011,31406,27592,SUV,Silver,Black,6 Cyl,Automatic,4
Chevrolet,Impala LTZ,2011,72989,10495,Sedan,Black,Black,6 Cyl,Automatic,4
Nissan,Murano CrossCabriolet,2014,16553,33749,SUV,Gray,Tan,6 Cyl,Automatic,2
Ford,Fiesta SE,2013,4011,14795,Hatchback,Silver,Black,4 Cyl,Automatic,4
Nissan,Altima S,2010,38000,14450,Sedan,Red,Tan,4 Cyl,Automatic,4
Nissan,Sentra S,2012,18177,15555,Sedan,Silver,Gray,4 Cyl,Automatic,4
Jeep,Wrangler Sport,2011,33638,24995,SUV,Black,Black,6 Cyl,Automatic,2
Nissan,Rogue,2011,34000,18950,SUV,Silver,Black,4 Cyl,Automatic,4
Dodge,Dart SXT,2013,18907,16899,Sedan,Silver,Black,4 Cyl,Automatic,4
Toyota,4Runner Limited Edition,2011,50872,32988,SUV,Black,Tan,6 Cyl,Automatic,4
BMW,5 Series 535i,2014,11440,61998,Sedan,Gray,Black,6 Cyl,Automatic,4
BMW,3 Series 325i,2006,38452,14977,Sedan,Red,Black,6 Cyl,Automatic,4
Ford,Edge Limited,2010,49605,19998,SUV,Red,Tan,6 Cyl,Automatic,4
Mercedes-Benz,S 550,2012,37614,60900,Sedan,Gray,Black,8 Cyl,Automatic,4
Lexus,RX 350,2012,44800,33700,SUV,Black,Black,6 Cyl,Automatic,4
Hyundai,Tucson LX,2005,118340,6477,SUV,Blue,Gray,6 Cyl,Automatic,4
Audi,S8,2014,7951,109995,Sedan,Silver,Black,8 Cyl,Automatic,4
Ram,1500 Laramie,2013,11948,39800,Pickup,Brown,Black,8 Cyl,Automatic,4
Nissan,Sentra S,2012,12890,13945,Sedan,Black,Black,4 Cyl,Automatic,4
Honda,Accord,2011,35088,16595,Sedan,Gray,Black,4 Cyl,Automatic,4
Nissan,Sentra,2012,35270,13777,Sedan,White,Gray,4 Cyl,Automatic,4
Lexus,HS 250h,2010,55986,18900,Sedan,Black,Tan,4 Cyl,Automatic,4
Infiniti,G 37,2011,30746,27000,Sedan,Black,Gray,6 Cyl,Automatic,4
Nissan,Maxima S,2014,16925,21888,Sedan,Black,Black,6 Cyl,Automatic,4
Toyota,Highlander Limited,2011,26310,28500,SUV,Gray,Gray,6 Cyl,Automatic,4
Cadillac,SRX Luxury,2011,32523,27995,SUV,Black,Black,6 Cyl,Automatic,4
Jeep,Grand Cherokee Limited Edition,2009,34872,20990,SUV,White,Gray,6 Cyl,Automatic,4
Nissan,Sentra SR,2011,28246,11995,Sedan,Black,Tan,4 Cyl,Automatic,4
Volkswagen,GTI,2013,6458,24500,Hatchback,Black,Gray,4 Cyl,Automatic,4
Acura,MDX Touring,2006,101508,9999,SUV,Blue,Black,6 Cyl,Automatic,4
Nissan,Armada,2011,11648,34555,SUV,Black,Tan,8 Cyl,Automatic,4
Toyota,Camry SE,2011,56161,14991,Sedan,Silver,Gray,4 Cyl,Automatic,4
Infiniti,M 37,2011,14468,35995,Sedan,White,Gray,6 Cyl,Automatic,4
Jaguar,XF Premium,2011,8450,37888,Sedan,Black,Tan,8 Cyl,Automatic,4
Mazda,CX-7 Sport,2008,105568,9926,SUV,Red,Tan,4 Cyl,Automatic,4
Volkswagen,CC Sport,2011,58037,17450,Sedan,Black,Black,4 Cyl,Automatic,4
Infiniti,QX70,2014,3528,40994,SUV,Black,Gray,6 Cyl,Automatic,4
Acura,TL Technology,2010,44309,22987,Sedan,Gray,Black,6 Cyl,Automatic,4
Subaru,Outback Limited Edition,2004,108121,5900,Sedan,Blue,Gray,4 Cyl,Automatic,4
Chevrolet,Corvette,2008,18704,33178,Coupe,Red,Black,8 Cyl,Manual,2
Acura,TSX,2011,26731,22999,Sedan,Black,Brown,4 Cyl,Automatic,4
Mercedes-Benz,GLK 350,2012,46700,27549,SUV,White,Tan,6 Cyl,Automatic,4
Nissan,Altima SL,2013,10570,22745,Sedan,Black,Black,4 Cyl,Automatic,4
Chevrolet,Tahoe LTZ,2013,14897,42977,SUV,Silver,Black,8 Cyl,Automatic,4
Chevrolet,Tahoe LTZ,2013,14897,42977,SUV,Silver,Black,8 Cyl,Automatic,4
Audi,A5 Premium Plus,2013,9927,37549,Coupe,Silver,Tan,4 Cyl,Automatic,2
Ford,Mustang,2001,154100,4750,Convertible,Red,Black,6 Cyl,Automatic,2
Nissan,Altima,2011,26456,15977,Sedan,Silver,White,4 Cyl,Automatic,4
Toyota,Camry L,2013,8908,24888,Sedan,Green,Gray,4 Cyl,Automatic,4
Nissan,Sentra SR,2012,26196,16995,Sedan,Black,Gray,4 Cyl,Automatic,4
Honda,Civic LX,2011,13491,15784,Sedan,Black,Gray,4 Cyl,Automatic,4
Mercedes-Benz,E 350,2014,3811,63360,Sedan,Blue,Tan,6 Cyl,Automatic,4
BMW,3 Series 328i,2011,36869,28995,Coupe,Black,Black,6 Cyl,Automatic,2
Chrysler,200 Limited,2012,19340,17495,Sedan,Black,Black,4 Cyl,Automatic,4
Lexus,RX 350,2007,75091,17977,SUV,Silver,Black,6 Cyl,Automatic,4
Mercedes-Benz,C 300,2012,11419,32490,Sedan,Black,Black,6 Cyl,Automatic,4
Mercedes-Benz,E 350,2011,30833,37990,Sedan,White,Tan,6 Cyl,Automatic,4
Toyota,Sienna LE,2000,177157,4000,Minivan,Blue,Brown,6 Cyl,Automatic,4
Honda,CR-V EX,2004,115867,8190,SUV,White,Black,4 Cyl,Automatic,4
Nissan,Rogue,2011,36030,19777,SUV,White,Black,4 Cyl,Automatic,4
Nissan,Altima,2012,38089,14777,Sedan,Silver,Gray,4 Cyl,Automatic,4
BMW,3 Series 328i,2011,33297,21748,Sedan,Black,Black,6 Cyl,Automatic,4
Mercedes-Benz,GL 450,2010,43826,40991,SUV,White,Brown,8 Cyl,Automatic,4
Ford,Transit Connect XLT,2011,30287,17480,Minivan,White,Gray,4 Cyl,Automatic,4
Infiniti,G 35,2006,88163,11826,Sedan,Silver,Gray,6 Cyl,Automatic,4
Mercedes-Benz,C 300,2014,3556,44420,Sedan,Gray,Tan,6 Cyl,Automatic,4
Toyota,Corolla LE,2005,81415,7999,Sedan,Green,Gray,4 Cyl,Automatic,4
Ford,Econoline E-250,2013,5096,23900,Van,White,Gray,8 Cyl,Automatic,3
Nissan,Altima S,2012,39925,18377,Sedan,White,Gray,4 Cyl,Automatic,4
Chrysler,Town &amp; Country Touring,2013,47089,18495,Minivan,White,Black,6 Cyl,Automatic,4
BMW,3 Series 335i,2011,10799,32134,Sedan,Gray,Black,6 Cyl,Automatic,4
BMW,6 Series 650i,2012,19186,64900,Convertible,Black,Black,8 Cyl,Automatic,2
Nissan,Maxima SV,2009,37743,20980,Sedan,Gray,Black,6 Cyl,Automatic,4
Honda,Civic EXL,2010,47559,14995,Sedan,Black,Gray,4 Cyl,Automatic,4
Nissan,Murano SL,2012,26204,28988,SUV,White,Tan,6 Cyl,Automatic,4
Toyota,Highlander SE,2011,29861,27500,SUV,Silver,Gray,6 Cyl,Automatic,4
Volvo,XC70,2007,147101,7999,Wagon,Green,Brown,5 Cyl,Automatic,4
Mercedes-Benz,C 300,2014,3877,46035,Sedan,Black,Black,6 Cyl,Automatic,4
Saab,9-3,2010,55863,18995,Convertible,Black,Black,4 Cyl,Automatic,2
Honda,CR-V LX,2013,17243,20746,SUV,Black,Gray,4 Cyl,Automatic,4
Volvo,S60,2012,41697,20798,Sedan,Blue,Tan,5 Cyl,Automatic,4
Porsche,Cayman Base,2007,35895,30991,Coupe,Black,Tan,6 Cyl,Manual,2
Mitsubishi,Lancer ES,2011,107488,9306,Sedan,Black,Black,4 Cyl,Manual,4
Volkswagen,Tiguan S,2012,26792,19595,SUV,Black,Black,4 Cyl,Automatic,4
Hyundai,Sonata Limited Edition,2011,31790,16995,Sedan,Silver,Gray,4 Cyl,Automatic,4
Hyundai,Sonata Limited Edition,2011,31790,16995,Sedan,Silver,Gray,4 Cyl,Automatic,4
Jeep,Liberty Limited Edition,2010,49052,19995,SUV,Beige,Tan,6 Cyl,Automatic,4
Dodge,Avenger R/T,2010,45698,11900,Sedan,Black,Black,4 Cyl,Automatic,4
Mazda,CX-5 Touring,2014,6216,25998,SUV,Red,Black,4 Cyl,Automatic,4
BMW,5 Series 535i,2012,26877,53185,Sedan,Blue,Brown,6 Cyl,Automatic,4
Jeep,Liberty Limited Edition,2008,55046,17985,SUV,White,Gray,6 Cyl,Automatic,4
Acura,RDX Technology,2011,37325,27895,SUV,Black,Black,4 Cyl,Automatic,4
Honda,Civic LX,2011,29626,13900,Sedan,Gray,Gray,4 Cyl,Automatic,4
Nissan,Rogue S,2011,25230,15995,SUV,Silver,Gray,4 Cyl,Automatic,4
Honda,Accord Crosstour EXL,2012,11160,27995,SUV,Gray,White,6 Cyl,Automatic,4
Hyundai,Tucson Limited Edition,2011,39562,22998,SUV,Silver,Black,4 Cyl,Automatic,4
Mazda,Tribute ES,2002,160095,3995,SUV,Blue,Gray,6 Cyl,Automatic,4
Honda,Accord,2011,40082,16795,Sedan,Gray,Black,4 Cyl,Automatic,4
Infiniti,G 37,2010,4608,26995,Coupe,Silver,Gray,6 Cyl,Automatic,2
Volkswagen,Jetta S,2012,32400,13995,Sedan,White,Black,4 Cyl,Automatic,4
BMW,5 Series 535i,2011,59116,29995,Hatchback,Silver,Black,6 Cyl,Automatic,4
Land Rover,Range Rover HSE,2008,56093,29995,SUV,Gray,Black,8 Cyl,Automatic,4
Mazda,CX-7 Grand Touring,2009,62151,13974,SUV,White,Black,4 Cyl,Automatic,4
Subaru,Outback 2.5i Limited,2013,14849,25856,Wagon,Silver,Black,4 Cyl,Automatic,4
Nissan,Maxima,2011,25369,23995,Sedan,Black,Gray,6 Cyl,Automatic,4
Lexus,ES 350,2007,49542,18000,Sedan,Gray,Black,6 Cyl,Automatic,4
Subaru,Impreza 2.0i,2013,6744,22490,Wagon,Red,Black,4 Cyl,Automatic,4
Honda,Pilot EXL,2008,90967,14800,SUV,Silver,Gray,6 Cyl,Automatic,4
Land Rover,Range Rover Evoque Dynamic,2012,31409,39997,SUV,Black,Black,4 Cyl,Automatic,2
Chrysler,300 Touring,2010,25866,20988,Sedan,Silver,Gray,6 Cyl,Automatic,4
Acura,MDX,2012,27846,32000,SUV,Black,Tan,6 Cyl,Automatic,4
Volkswagen,Jetta GLI,2013,16052,22663,Sedan,Silver,Black,4 Cyl,Automatic,4
Nissan,Murano SL,2011,35000,22950,SUV,White,Tan,6 Cyl,Automatic,4
Nissan,Altima S,2012,17718,20995,Sedan,White,Tan,4 Cyl,Automatic,4
Toyota,Camry XLE,2010,26767,18888,Sedan,Silver,Gray,4 Cyl,Automatic,4
GMC,Yukon SLT,2009,29959,32995,SUV,White,Black,8 Cyl,Automatic,4
Volkswagen,Passat Komfort,2009,98862,9995,Sedan,Black,Tan,4 Cyl,Automatic,4
Nissan,Rogue,2012,18851,23770,SUV,White,Black,4 Cyl,Automatic,4
Lexus,IS 250,2011,33138,27500,Sedan,Gray,Black,6 Cyl,Automatic,4
Hyundai,Sonata,2011,22317,17497,Sedan,Blue,Gray,4 Cyl,Automatic,4
Cadillac,DTS Premium,2011,46169,25988,Sedan,Black,Black,8 Cyl,Automatic,4
Chrysler,200 Limited,2012,16089,18995,Sedan,Purple,Black,4 Cyl,Automatic,4
Infiniti,G 37,2012,18770,29995,Sedan,Gray,Gray,6 Cyl,Automatic,4
Mercedes-Benz,S 550,2007,67838,28985,Sedan,Silver,Black,8 Cyl,Automatic,4
GMC,Acadia SLE,2010,73197,16000,SUV,Black,Black,6 Cyl,Automatic,4
Toyota,Highlander Limited,2013,3294,34002,SUV,Silver,Gray,6 Cyl,Automatic,4
Cadillac,SRX Luxury,2011,23085,26995,SUV,Black,Black,6 Cyl,Automatic,4
Ford,Econoline E-250,2014,12355,23996,Van,White,Gray,8 Cyl,Automatic,3
BMW,5 Series 535i,2011,34871,36800,Sedan,Gray,Black,6 Cyl,Automatic,4
Mercedes-Benz,C 300,2012,21585,30991,Sedan,Silver,Black,6 Cyl,Automatic,4
Honda,Civic EX,2006,74443,8990,Sedan,Silver,White,4 Cyl,Automatic,4
Ford,Mustang,2013,14244,24886,Convertible,Silver,Gray,6 Cyl,Automatic,2
Infiniti,G 37,2011,41055,22998,Sedan,Black,Tan,6 Cyl,Automatic,4
Ford,Econoline E-250,2013,9574,22900,Van,White,Gray,8 Cyl,Automatic,3
Subaru,Forester 2.5XT,2011,19059,21356,SUV,Blue,Black,4 Cyl,Automatic,4
Nissan,Armada Platinum Edition,2012,6320,41795,SUV,Silver,Black,8 Cyl,Automatic,4
Nissan,Altima SL,2011,18000,17750,Sedan,Silver,Black,4 Cyl,Automatic,4
Chevrolet,Tahoe LT,2011,58247,34324,SUV,Black,Black,8 Cyl,Automatic,4
Volkswagen,CC Sport,2011,26203,19545,Sedan,Black,Black,4 Cyl,Automatic,4
Jeep,Grand Cherokee SRT8,2006,90962,23994,SUV,Red,Gray,8 Cyl,Automatic,4
Honda,Accord Crosstour EXL,2012,18517,27774,SUV,White,Black,6 Cyl,Automatic,4
Jeep,Cherokee Latitude,2014,11,26843,SUV,Black,Black,4 Cyl,Automatic,4
Audi,A4 2.0T,2011,42368,25595,Sedan,Black,Gray,4 Cyl,Automatic,4
Jeep,Liberty Limited Edition,2003,59864,9351,SUV,Black,Gray,6 Cyl,Automatic,4
Lincoln,Zephyr,2006,112278,8900,Sedan,Black,Black,6 Cyl,Automatic,4
Honda,Pilot EXL,2013,9837,32995,SUV,Blue,Gray,6 Cyl,Automatic,4
Jeep,Grand Cherokee Laredo,2011,37635,27995,SUV,Gray,Black,6 Cyl,Automatic,4
Mercedes-Benz,S 550,2008,79695,28995,Sedan,Black,Black,8 Cyl,Automatic,4
Jeep,Wrangler Unlimited,2013,17766,33992,SUV,Silver,Black,6 Cyl,Automatic,4
Nissan,Altima S,2012,5267,17995,Sedan,White,Tan,4 Cyl,Automatic,4
Ford,Transit Connect XLT,2012,20908,20499,Minivan,White,Gray,4 Cyl,Automatic,4
BMW,X5 48i,2010,58488,36995,SUV,Black,Black,8 Cyl,Automatic,4
Mercedes-Benz,C 300,2011,24232,27495,Sedan,White,Tan,6 Cyl,Automatic,4
Nissan,Altima SV,2013,31205,15888,Sedan,Black,Gray,4 Cyl,Automatic,4
Lexus,RX 350,2011,54603,28900,SUV,Blue,Gray,6 Cyl,Automatic,4
Bentley,Continental Flying Spur,2007,21234,79885,Sedan,Black,Black,12 Cyl,Automatic,4
Infiniti,G 37,2012,17867,28785,Sedan,Silver,Gray,6 Cyl,Automatic,4
Ford,F-250 Lariat,2000,114703,15995,Pickup,Beige,Tan,8 Cyl,Automatic,4
Nissan,Altima S,2012,19121,20995,Coupe,White,Black,4 Cyl,Automatic,2
Land Rover,Range Rover HSE,2011,44083,49980,SUV,Silver,Black,8 Cyl,Automatic,4
Honda,Pilot EXL,2011,51141,25500,SUV,Black,Gray,6 Cyl,Automatic,4
BMW,3 Series 328i,2011,28670,26330,Sedan,Green,Brown,6 Cyl,Automatic,4
Honda,CR-V EX,2011,27999,19192,SUV,Black,Black,4 Cyl,Automatic,4
Porsche,Panamera,2012,33575,64900,Sedan,Blue,Tan,6 Cyl,Automatic,4
Mazda,CX-7 i SV,2011,29982,15990,SUV,Silver,Black,4 Cyl,Automatic,4
Honda,Civic LX,2011,16351,14699,Sedan,Gray,Gray,4 Cyl,Automatic,4
Nissan,Maxima S,2010,43363,22990,Sedan,Gray,Black,6 Cyl,Automatic,4
Mercedes-Benz,E 350,2012,17165,48900,Sedan,Silver,Black,6 Cyl,Automatic,4
GMC,Yukon XL 1500,2009,74902,31998,SUV,Black,Black,8 Cyl,Automatic,4
Honda,Civic LX,2012,44085,13399,Sedan,Red,Tan,4 Cyl,Automatic,4
Infiniti,FX 35,2009,44393,27995,SUV,Brown,Brown,6 Cyl,Automatic,4
Toyota,Camry LE,2012,19457,17942,Sedan,White,Gray,4 Cyl,Automatic,4
Ford,Edge Sport,2011,40810,28995,SUV,Blue,Black,6 Cyl,Automatic,4
Ford,Explorer Limited Edition,2011,15216,30495,SUV,Gold,Black,6 Cyl,Automatic,4
Ford,Mustang GT,1995,135124,7380,Convertible,Red,Black,8 Cyl,Automatic,2
Volkswagen,Passat,2014,320,22985,Sedan,White,Black,4 Cyl,Automatic,4
Honda,CR-V EXL,2011,43437,18999,SUV,Blue,Gray,4 Cyl,Automatic,4
Ford,Escape SEL,2013,18495,25495,SUV,Silver,Black,4 Cyl,Automatic,4
Ford,Edge Limited,2013,34248,22495,SUV,Gray,Black,6 Cyl,Automatic,4
Nissan,Maxima S,2012,14851,23923,Sedan,Silver,Black,6 Cyl,Automatic,4
Acura,MDX,2009,31741,23225,SUV,Black,Tan,6 Cyl,Automatic,4
Jeep,Liberty Sport,2011,48106,15995,SUV,Gray,Gray,6 Cyl,Automatic,4
Nissan,Titan SE,2010,66789,19995,Pickup,Black,Gray,8 Cyl,Automatic,4
Honda,Accord EXL,2010,41428,15999,Sedan,Black,Black,4 Cyl,Automatic,4
Volkswagen,Passat Komfort,2010,86618,11758,Sedan,Silver,Gray,4 Cyl,Automatic,4
Audi,A4 3.0,2003,88720,8990,Sedan,Silver,Black,6 Cyl,Automatic,4
Acura,RDX Technology,2011,26290,29988,SUV,Black,Brown,4 Cyl,Automatic,4
Toyota,Sienna LE,2011,54001,21992,Minivan,Gray,Gray,6 Cyl,Automatic,4
Hyundai,Sonata,2012,32003,15999,Sedan,Red,Tan,Hybrid,Automatic,4
Ford,Expedition Eddie Bauer,2000,141630,5439,SUV,Red,Tan,8 Cyl,Automatic,4
Audi,A4 1.8T,2004,121171,6500,Sedan,Black,Black,4 Cyl,Automatic,4
Lincoln,MKS,2011,17287,33971,Sedan,Red,Tan,6 Cyl,Automatic,4
Nissan,Altima S,2013,28554,18990,Coupe,Black,Gray,4 Cyl,Automatic,2
Jeep,Grand Cherokee Overland,2011,30733,29777,SUV,Green,Black,8 Cyl,Automatic,4
Ford,Mustang GT,2006,89990,13500,Coupe,Blue,Black,8 Cyl,Automatic,2
Subaru,Legacy 2.5i Premium,2013,13770,20836,Sedan,Silver,Black,4 Cyl,Automatic,4
Mercedes-Benz,Sprinter 2500,2012,36192,31499,Van,White,Black,6 Cyl,Automatic,3
Toyota,FJ Cruiser,2007,60680,23590,SUV,Yellow,Black,6 Cyl,Automatic,4
Aston,Martin Rapide,2011,7584,116442,Sedan,Black,Black,12 Cyl,Automatic,4
Chrysler,Town &amp; Country Touring,2011,33630,25999,Minivan,Purple,Black,6 Cyl,Automatic,4
Toyota,Venza,2011,70743,18600,Wagon,Silver,Gray,6 Cyl,Automatic,4
Honda,Accord EX,2011,3725,17500,Sedan,Silver,Gray,4 Cyl,Automatic,4
Ford,Focus SE,2010,55225,9886,Sedan,Black,Black,4 Cyl,Automatic,4
Acura,TSX Technology,2011,32709,23890,Sedan,Black,Black,6 Cyl,Automatic,4
BMW,3 Series 328i,2011,32416,26994,Sedan,White,Brown,6 Cyl,Manual,4
Toyota,Corolla LE,2004,120853,5978,Sedan,Silver,Gray,4 Cyl,Automatic,4
Honda,Civic Si,2008,53851,14886,Coupe,Blue,Black,4 Cyl,Manual,2
Nissan,Sentra SR,2012,42413,10978,Sedan,Silver,Black,4 Cyl,Automatic,4
Dodge,Journey SXT,2009,59994,17990,SUV,Black,Gray,6 Cyl,Automatic,4
Ford,Edge SEL,2011,37777,17500,SUV,White,Gray,6 Cyl,Automatic,4
Mercedes-Benz,C 300,2011,20010,28294,Sedan,White,Tan,6 Cyl,Automatic,4
Lincoln,Continental,2000,30270,5994,Sedan,Gold,Tan,8 Cyl,Automatic,4
Chevrolet,Suburban 1500 LTZ,2011,75911,37529,SUV,Black,Black,8 Cyl,Automatic,4
Cadillac,STS,2007,131661,7995,Sedan,Gray,Black,6 Cyl,Automatic,4
Hyundai,Santa Fe GLS,2011,42239,15899,SUV,Silver,Gray,6 Cyl,Automatic,4
BMW,7 Series 750Li,2014,3633,86993,Sedan,White,Brown,8 Cyl,Automatic,4
